Rec_Session_Id,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,Audio device,Condition_Id,Countdown,English translation,English translation 1,English translation 2,Environment,Environment 1,environment choice ,Environment_copy_c417,Goal,Hearing abilities,Hearing disabilities,Input device,Native language,Other languages,Output device,Pilot,progress bar,quantity,Text device,toughness,toughness 
1112930,1,block_1,1,Greetings,1,"",1,"","","","","","","","","","","","","","","","","","","","",""
1112930,1,block_1,1,Survey,2,option_1,1,"","","","","","",option_0,"","","",false,"",Italian,English,"","","","",option_0,"",""
1112930,1,block_1,1,Instructions,3,"",1,0,"","","","","","","","","","","","","","","","","","","",""
1112930,35,block_1,1,Vocalizations task,4,"",1,"","","",shooting,"","","","","","","","","","","","","","","","",""
1112930,27,block_1,1,Vocalizations task,4,"",1,"","","",baby cry,"","","","","","","","","","","","","","","","",""
1112930,71,block_1,1,Vocalizations task,4,"",1,"","","",stunned teenager,"","","","","","","","","","","","","","","","",""
1112930,73,block_1,1,Vocalizations task,4,"",1,"","","",little bit impressed,"","","","","","","","","","","","","","","","",""
1112930,66,block_1,1,Vocalizations task,4,"",1,"","","",lowkey greeting,"","","","","","","","","","","","","","","","",""
1112930,83,block_1,1,Vocalizations task,4,"",1,"","","",roaring,"","","","","","","","","","","","","","","","",""
1112930,51,block_1,1,Vocalizations task,4,"",1,"","","",shocked,"","","","","","","","","","","","","","","","",""
1112930,46,block_1,1,Vocalizations task,4,"",1,"","","",eating hot meal,"","","","","","","","","","","","","","","","",""
1112930,6,block_1,1,Vocalizations task,4,"",1,"","","",sparring,"","","","","","","","","","","","","","","","",""
1112930,53,block_1,1,Vocalizations task,4,"",1,"","","",understanding something,"","","","","","","","","","","","","","","","",""
1112930,19,block_1,1,Vocalizations task,4,"",1,"","","",thanking,"","","","","","","","","","","","","","","","",""
1112930,56,block_1,1,Vocalizations task,4,"",1,"","","",understanding ,"","","","","","","","","","","","","","","","",""
1112930,10,block_1,1,Vocalizations task,4,"",1,"","","",drinking tea,"","","","","","","","","","","","","","","","",""
1112930,58,block_1,1,Vocalizations task,4,"",1,"","","",playing fake sword,"","","","","","","","","","","","","","","","",""
1112930,75,block_1,1,Vocalizations task,4,"",1,"","","",check that,"","","","","","","","","","","","","","","","",""
1112930,86,block_1,1,Vocalizations task,4,"",1,"","","",drinking,"","","","","","","","","","","","","","","","",""
1112930,38,block_1,1,Vocalizations task,4,"",1,"","","",eating,"","","","","","","","","","","","","","","","",""
1112930,44,block_1,1,Vocalizations task,4,"",1,"","","",drinking,"","","","","","","","","","","","","","","","",""
1112930,14,block_1,1,Vocalizations task,4,"",1,"","","",scolding,"","","","","","","","","","","","","","","","",""
1112930,17,block_1,1,Vocalizations task,4,"",1,"","","",lighting cooker boiling,"","","","","","","","","","","","","","","","",""
1112930,90,block_1,1,Vocalizations task,4,"",1,"","","",instruction,"","","","","","","","","","","","","","","","",""
1112930,82,block_1,1,Vocalizations task,4,"",1,"","","",him,"","","","","","","","","","","","","","","","",""
1112930,8,block_1,1,Vocalizations task,4,"",1,"","","",eating,"","","","","","","","","","","","","","","","",""
1112930,49,block_1,1,Vocalizations task,4,"",1,"","","",blowing,"","","","","","","","","","","","","","","","",""
1112930,50,block_1,1,Vocalizations task,4,"",1,"","","",eating,"","","","","","","","","","","","","","","","",""
1112930,77,block_1,1,Vocalizations task,4,"",1,"","","",playing fake sword,"","","","","","","","","","","","","","","","",""
1112930,70,block_1,1,Vocalizations task,4,"",1,"","","",teapot,"","","","","","","","","","","","","","","","",""
1112930,42,block_1,1,Vocalizations task,4,"",1,"","","",crying,"","","","","","","","","","","","","","","","",""
1112930,1,block_1,1,Vocalizations task,4,"",1,"","","",look at that,"","","","","","","","","","","","","","","","",""
1112930,31,block_1,1,Vocalizations task,4,"",1,"","","",playing fake guns,"","","","","","","","","","","","","","","","",""
1112930,78,block_1,1,Vocalizations task,4,"",1,"","","",snorting,"","","","","","","","","","","","","","","","",""
1112930,80,block_1,1,Vocalizations task,4,"",1,"","","",silencing classroom,"","","","","","","","","","","","","","","","",""
1112930,43,block_1,1,Vocalizations task,4,"",1,"","","",nooding,"","","","","","","","","","","","","","","","",""
1112930,55,block_1,1,Vocalizations task,4,"",1,"","","",snorting,"","","","","","","","","","","","","","","","",""
1112930,20,block_1,1,Vocalizations task,4,"",1,"","","",blowing candles ,"","","","","","","","","","","","","","","","",""
1112930,26,block_1,1,Vocalizations task,4,"",1,"","","",disguted man,"","","","","","","","","","","","","","","","",""
1112930,37,block_1,1,Vocalizations task,4,"",1,"","","",viking nodding,"","","","","","","","","","","","","","","","",""
1112930,29,block_1,1,Vocalizations task,4,"",1,"","","",just woke up,"","","","","","","","","","","","","","","","",""
1112930,72,block_1,1,Vocalizations task,4,"",1,"","","",damaged man,"","","","","","","","","","","","","","","","",""
