Rec_Session_Id,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,Audio device,Condition_Id,Countdown,English translation,English translation 1,English translation 2,Environment,Environment 1,environment choice ,Environment_copy_c417,Goal,Hearing abilities,Hearing disabilities,Input device,Native language,Other languages,Output device,Pilot,progress bar,quantity,Text device,toughness,toughness 
1113528,1,block_1,1,Greetings,1,"",1,"","","","","","","","","","","","","","","","","","","","",""
1113528,1,block_1,1,Survey,2,option_0,1,"","","","","","",option_0,"","","",false,"",Zulu,"English, Sotho, Tshwana, Pedi","","","","",option_0,"",""
1113528,82,block_1,1,Vocalizations task,4,"",1,"","","",In ,"","","","","","","","","","","","","","","","",""
1113528,79,block_1,1,Vocalizations task,4,"",1,"","","",Tea,"","","","","","","","","","","","","","","","",""
1113528,83,block_1,1,Vocalizations task,4,"",1,"","","",Hhhohhohhohhohho,"","","","","","","","","","","","","","","","",""
1113528,47,block_1,1,Vocalizations task,4,"",1,"","","",hhohhoohhoo,"","","","","","","","","","","","","","","","",""
1113528,18,block_1,1,Vocalizations task,4,"",1,"","","",Tsikitsikitsiki,"","","","","","","","","","","","","","","","",""
1113528,29,block_1,1,Vocalizations task,4,"",1,"","","",moooh,"","","","","","","","","","","","","","","","",""
1113528,6,block_1,1,Vocalizations task,4,"",1,"","","",whoowhoowhoowhoo,"","","","","","","","","","","","","","","","",""
1113528,7,block_1,1,Vocalizations task,4,"",1,"","","",hhooh,"","","","","","","","","","","","","","","","",""
1113528,25,block_1,1,Vocalizations task,4,"",1,"","","",pongpongpongpongpong,"","","","","","","","","","","","","","","","",""
1113528,21,block_1,1,Vocalizations task,4,"",1,"","","",tahlum,"","","","","","","","","","","","","","","","",""
1113528,86,block_1,1,Vocalizations task,4,"",1,"","","",xxo,"","","","","","","","","","","","","","","","",""
1113528,72,block_1,1,Vocalizations task,4,"",1,"","","",oooh,"","","","","","","","","","","","","","","","",""
1113528,49,block_1,1,Vocalizations task,4,"",1,"","","",kgoo,"","","","","","","","","","","","","","","","",""
1113528,55,block_1,1,Vocalizations task,4,"",1,"","","",kgookgo,"","","","","","","","","","","","","","","","",""
1113528,80,block_1,1,Vocalizations task,4,"",1,"","","",Sheeshe,"","","","","","","","","","","","","","","","",""
1113528,75,block_1,1,Vocalizations task,4,"",1,"","","",mxm,"","","","","","","","","","","","","","","","",""
1113528,44,block_1,1,Vocalizations task,4,"",1,"","","",gogogo,"","","","","","","","","","","","","","","","",""
1113528,40,block_1,1,Vocalizations task,4,"",1,"","","",doom,"","","","","","","","","","","","","","","","",""
1113528,61,block_1,1,Vocalizations task,4,"",1,"","","",dupduppedup,"","","","","","","","","","","","","","","","",""
1113528,41,block_1,1,Vocalizations task,4,"",1,"","","",mmhm,"","","","","","","","","","","","","","","","",""
1113528,11,block_1,1,Vocalizations task,4,"",1,"","","",hhowa,"","","","","","","","","","","","","","","","",""
1113528,60,block_1,1,Vocalizations task,4,"",1,"","","",mxmmxmmxm,"","","","","","","","","","","","","","","","",""
1113528,89,block_1,1,Vocalizations task,4,"",1,"","","",no sound,"","","","","","","","","","","","","","","","",""
1113528,24,block_1,1,Vocalizations task,4,"",1,"","","",awoo chow chow,"","","","","","","","","","","","","","","","",""
1113528,54,block_1,1,Vocalizations task,4,"",1,"","","",hha,"","","","","","","","","","","","","","","","",""
1113528,38,block_1,1,Vocalizations task,4,"",1,"","","",humxhumxhumx,"","","","","","","","","","","","","","","","",""
