Rec_Session_Id,Trial_Id,Block_Name,Block_Nr,Task_Name,Task_Nr,Audio device,Condition_Id,Countdown,English translation,English translation 1,English translation 2,Environment,Environment 1,environment choice ,Environment_copy_c417,Goal,Hearing abilities,Hearing disabilities,Input device,Native language,Other languages,Output device,Pilot,progress bar,quantity,Text device,toughness,toughness 
1113935,1,block_1,1,Greetings,1,"",1,"","","","","","","","","","","","","","","","","","","","",""
1113935,1,block_1,1,Survey,2,option_0,1,"","","","","","",option_0,"","","",false,"",Italian,English,"","","","",option_0,"",""
1113935,1,block_1,1,Instructions,3,"",1,0,"","","","","","","","","","","","","","","","","","","",""
1113935,70,block_1,1,Vocalizations task,4,"",1,"","","",typo,"","","","","","","","","","","","","","","","",""
1113935,27,block_1,1,Vocalizations task,4,"",1,"","","",cry,"","","","","","","","","","","","","","","","",""
1113935,48,block_1,1,Vocalizations task,4,"",1,"","","",chewing,"","","","","","","","","","","","","","","","",""
1113935,88,block_1,1,Vocalizations task,4,"",1,"","","",umming,"","","","","","","","","","","","","","","","",""
1113935,20,block_1,1,Vocalizations task,4,"",1,"","","",drum,"","","","","","","","","","","","","","","","",""
1113935,80,block_1,1,Vocalizations task,4,"",1,"","","",snake,"","","","","","","","","","","","","","","","",""
1113935,59,block_1,1,Vocalizations task,4,"",1,"","","",wheeze,"","","","","","","","","","","","","","","","",""
1113935,44,block_1,1,Vocalizations task,4,"",1,"","","",drinking,"","","","","","","","","","","","","","","","",""
1113935,57,block_1,1,Vocalizations task,4,"",1,"","","",horse,"","","","","","","","","","","","","","","","",""
1113935,54,block_1,1,Vocalizations task,4,"",1,"","","",fiu,"","","","","","","","","","","","","","","","",""
1113935,30,block_1,1,Vocalizations task,4,"",1,"","","",tasty,"","","","","","","","","","","","","","","","",""
1113935,26,block_1,1,Vocalizations task,4,"",1,"","","",Blah,"","","","","","","","","","","","","","","","",""
1113935,61,block_1,1,Vocalizations task,4,"",1,"","","",rythm,"","","","","","","","","","","","","","","","",""
1113935,32,block_1,1,Vocalizations task,4,"",1,"","","",apple,"","","","","","","","","","","","","","","","",""
1113935,49,block_1,1,Vocalizations task,4,"",1,"","","",fire,"","","","","","","","","","","","","","","","",""
1113935,50,block_1,1,Vocalizations task,4,"",1,"","","",carrot,"","","","","","","","","","","","","","","","",""
1113935,79,block_1,1,Vocalizations task,4,"",1,"","","",chirp,"","","","","","","","","","","","","","","","",""
1113935,31,block_1,1,Vocalizations task,4,"",1,"","","",cut,"","","","","","","","","","","","","","","","",""
1113935,12,block_1,1,Vocalizations task,4,"",1,"","","",roar,"","","","","","","","","","","","","","","","",""
1113935,46,block_1,1,Vocalizations task,4,"",1,"","","",sniffing,"","","","","","","","","","","","","","","","",""
1113935,5,block_1,1,Vocalizations task,4,"",1,"","","",attack,"","","","","","","","","","","","","","","","",""
1113935,40,block_1,1,Vocalizations task,4,"",1,"","","",jump,"","","","","","","","","","","","","","","","",""
1113935,56,block_1,1,Vocalizations task,4,"",1,"","","",understood,"","","","","","","","","","","","","","","","",""
1113935,13,block_1,1,Vocalizations task,4,"",1,"","","",surprise,"","","","","","","","","","","","","","","","",""
1113935,83,block_1,1,Vocalizations task,4,"",1,"","","",menacing,"","","","","","","","","","","","","","","","",""
1113935,1,block_1,1,Vocalizations task,4,"",1,"","","",speaking,"","","","","","","","","","","","","","","","",""
1113935,75,block_1,1,Vocalizations task,4,"",1,"","","",tongue noise,"","","","","","","","","","","","","","","","",""
1113935,77,block_1,1,Vocalizations task,4,"",1,"","","",lighter,"","","","","","","","","","","","","","","","",""
1113935,65,block_1,1,Vocalizations task,4,"",1,"","","",duh,"","","","","","","","","","","","","","","","",""
1113935,85,block_1,1,Vocalizations task,4,"",1,"","","",squirrel,"","","","","","","","","","","","","","","","",""
1113935,37,block_1,1,Vocalizations task,4,"",1,"","","",agree,"","","","","","","","","","","","","","","","",""
1113935,51,block_1,1,Vocalizations task,4,"",1,"","","",surprise,"","","","","","","","","","","","","","","","",""
1113935,10,block_1,1,Vocalizations task,4,"",1,"","","",snake,"","","","","","","","","","","","","","","","",""
1113935,71,block_1,1,Vocalizations task,4,"",1,"","","",irony,"","","","","","","","","","","","","","","","",""
1113935,41,block_1,1,Vocalizations task,4,"",1,"","","",child,"","","","","","","","","","","","","","","","",""
1113935,38,block_1,1,Vocalizations task,4,"",1,"","","",eating,"","","","","","","","","","","","","","","","",""
1113935,60,block_1,1,Vocalizations task,4,"",1,"","","",chewing,"","","","","","","","","","","","","","","","",""
1113935,45,block_1,1,Vocalizations task,4,"",1,"","","",lady,"","","","","","","","","","","","","","","","",""
1113935,24,block_1,1,Vocalizations task,4,"",1,"","","",puppy,"","","","","","","","","","","","","","","","",""
1113935,3,block_1,1,Vocalizations task,4,"",1,"","","",understanding,"","","","","","","","","","","","","","","","",""
1113935,2,block_1,1,Vocalizations task,4,"",1,"","","",scoff,"","","","","","","","","","","","","","","","",""
1113935,78,block_1,1,Vocalizations task,4,"",1,"","","",sleep,"","","","","","","","","","","","","","","","",""
1113935,35,block_1,1,Vocalizations task,4,"",1,"","","",shooting,"","","","","","","","","","","","","","","","",""
1113935,67,block_1,1,Vocalizations task,4,"",1,"","","",snore,"","","","","","","","","","","","","","","","",""
1113935,18,block_1,1,Vocalizations task,4,"",1,"","","",scissors,"","","","","","","","","","","","","","","","",""
1113935,62,block_1,1,Vocalizations task,4,"",1,"","","",passing time,"","","","","","","","","","","","","","","","",""
1113935,19,block_1,1,Vocalizations task,4,"",1,"","","",brand,"","","","","","","","","","","","","","","","",""
1113935,39,block_1,1,Vocalizations task,4,"",1,"","","",tribal,"","","","","","","","","","","","","","","","",""
1113935,86,block_1,1,Vocalizations task,4,"",1,"","","",tongue clucking,"","","","","","","","","","","","","","","","",""
1113935,33,block_1,1,Vocalizations task,4,"",1,"","","",achievement,"","","","","","","","","","","","","","","","",""
1113935,81,block_1,1,Vocalizations task,4,"",1,"","","",yawn,"","","","","","","","","","","","","","","","",""
1113935,15,block_1,1,Vocalizations task,4,"",1,"","","",child speaking,"","","","","","","","","","","","","","","","",""
1113935,76,block_1,1,Vocalizations task,4,"",1,"","","",slammin feet,"","","","","","","","","","","","","","","","",""
1113935,72,block_1,1,Vocalizations task,4,"",1,"","","",annoyed,"","","","","","","","","","","","","","","","",""
1113935,34,block_1,1,Vocalizations task,4,"",1,"","","",crying,"","","","","","","","","","","","","","","","",""
1113935,82,block_1,1,Vocalizations task,4,"",1,"","","",child,"","","","","","","","","","","","","","","","",""
1113935,17,block_1,1,Vocalizations task,4,"",1,"","","",rythm,"","","","","","","","","","","","","","","","",""
1113935,28,block_1,1,Vocalizations task,4,"",1,"","","",tongue clucking crying,"","","","","","","","","","","","","","","","",""
1113935,69,block_1,1,Vocalizations task,4,"",1,"","","",questioning,"","","","","","","","","","","","","","","","",""
1113935,22,block_1,1,Vocalizations task,4,"",1,"","","",calling,"","","","","","","","","","","","","","","","",""
1113935,58,block_1,1,Vocalizations task,4,"",1,"","","",drum,"","","","","","","","","","","","","","","","",""
1113935,73,block_1,1,Vocalizations task,4,"",1,"","","",understanding,"","","","","","","","","","","","","","","","",""
1113935,23,block_1,1,Vocalizations task,4,"",1,"","","",singing,"","","","","","","","","","","","","","","","",""
1113935,6,block_1,1,Vocalizations task,4,"",1,"","","",weapon stick,"","","","","","","","","","","","","","","","",""
1113935,90,block_1,1,Vocalizations task,4,"",1,"","","",beep,"","","","","","","","","","","","","","","","",""
1113935,55,block_1,1,Vocalizations task,4,"",1,"","","",snore,"","","","","","","","","","","","","","","","",""
1113935,29,block_1,1,Vocalizations task,4,"",1,"","","",yawn,"","","","","","","","","","","","","","","","",""
1113935,16,block_1,1,Vocalizations task,4,"",1,"","","",old door,"","","","","","","","","","","","","","","","",""
1113935,52,block_1,1,Vocalizations task,4,"",1,"","","",whisper,"","","","","","","","","","","","","","","","",""
1113935,42,block_1,1,Vocalizations task,4,"",1,"","","",moaning,"","","","","","","","","","","","","","","","",""
1113935,4,block_1,1,Vocalizations task,4,"",1,"","","",sleep talking,"","","","","","","","","","","","","","","","",""
1113935,36,block_1,1,Vocalizations task,4,"",1,"","","",weapon swing,"","","","","","","","","","","","","","","","",""
1113935,84,block_1,1,Vocalizations task,4,"",1,"","","",crying,"","","","","","","","","","","","","","","","",""
1113935,64,block_1,1,Vocalizations task,4,"",1,"","","",notification,"","","","","","","","","","","","","","","","",""
1113935,89,block_1,1,Vocalizations task,4,"",1,"","","",water,"","","","","","","","","","","","","","","","",""
1113935,63,block_1,1,Vocalizations task,4,"",1,"","","",carrot,"","","","","","","","","","","","","","","","",""
1113935,25,block_1,1,Vocalizations task,4,"",1,"","","",melody,"","","","","","","","","","","","","","","","",""
1113935,87,block_1,1,Vocalizations task,4,"",1,"","","",grasshopper,"","","","","","","","","","","","","","","","",""
1113935,47,block_1,1,Vocalizations task,4,"",1,"","","",fake laugh,"","","","","","","","","","","","","","","","",""
1113935,8,block_1,1,Vocalizations task,4,"",1,"","","",tribal,"","","","","","","","","","","","","","","","",""
1113935,11,block_1,1,Vocalizations task,4,"",1,"","","",discovering,"","","","","","","","","","","","","","","","",""
1113935,7,block_1,1,Vocalizations task,4,"",1,"","","",angry man,"","","","","","","","","","","","","","","","",""
1113935,14,block_1,1,Vocalizations task,4,"",1,"","","",angry woman,"","","","","","","","","","","","","","","","",""
1113935,43,block_1,1,Vocalizations task,4,"",1,"","","",realizing,"","","","","","","","","","","","","","","","",""
1113935,74,block_1,1,Vocalizations task,4,"",1,"","","",squashing,"","","","","","","","","","","","","","","","",""
1113935,21,block_1,1,Vocalizations task,4,"",1,"","","",eating,"","","","","","","","","","","","","","","","",""
1113935,66,block_1,1,Vocalizations task,4,"",1,"","","",tongue clucking,"","","","","","","","","","","","","","","","",""
1113935,68,block_1,1,Vocalizations task,4,"",1,"","","",feline,"","","","","","","","","","","","","","","","",""
1113935,53,block_1,1,Vocalizations task,4,"",1,"","","",adult man laugh,"","","","","","","","","","","","","","","","",""
1113935,9,block_1,1,Vocalizations task,4,"",1,"","","",Hm!,"","","","","","","","","","","","","","","","",""
1113935,1,block_1,1,Transition slide,5,"",1,"","","","","","","","","","","","","","","","","","","","",""
1113935,1,block_1,1,Closing survey,6,"",1,"","","","","","","","",Maybe to see how people associate certain noise/sounds to meaning and to see if this associations are congruent among different cultures,"","","","","","","","",3,"","",4
1113935,1,block_1,1,Finish,7,"",1,"","","","","","","","","","","","","","","","","","","","",""
